is_self_employed,organization_size,is_tech_company,is_mh_benefits_provided,is_aware_mh_care_available,is_mh_discussed_by_employer,is_mh_resources_provided_by_employer,is_anonymity_protected,how_is_asking_for_medical_leave_due_to_mhi,is_discussing_mhd_with_employer_have_negative_consequences,is_discussing_phd_with_employer_have_negative_consequences,is_willing_to_discuss_mhi_with_colleagues,is_willing_to_discuss_mhi_with_direct_supervisor,is_employer_takes_mh_seriously,is_aware_of_previous_negative_consequence_of_colleagues_with_mhi,is_previously_employed,is_previous_employer_provides_mh_benefits,is_aware_mh_options_by_previous_employer,is_mh_discussed_by_previous_employer,is_mh_resources_provided_by_previous_employer,is_anonymity_protected_by_previous_employer,is_discussing_mhd_with_previous_employer_have_negative_consequences,is_discussing_phd_with_previous_employer_have_negative_consequences,is_willing_to_discuss_mhi_with_previous_colleagues,is_willing_to_discuss_mhi_with_previous_direct_supervisor,is_previous_employer_takes_mh_seriously,is_aware_of_previous_negative_consequence_of_colleagues_with_mhi_in_previous_workplace,is_willing_to_bring_phi_in_interview,why_or_why_not_bring_phi_in_interview,is_willing_to_bring_mhi_in_interview,why_or_why_not_bring_mhi_in_interview,is_being_identified_with_mhi_would_hurt_your_career,is_being_identified_with_mhi_would_lower_your_status_among_colleagues,is_wiling_to_share_about_mhi,previously_observed_experienced_response_to_mhi,family_history_of_mhi,previous_history_of_mhi,is_having_mhd,diagnosed_by_professional,is_sought_treatment_for_mhi,is_mhi_interferes_with_your_work_when_treated_effectively,is_mhi_does_not_interfere_with_your_work_when_treated_effectively,age,gender,country_of_residency,country_of_work,role_description,is_remote
0,More than 1000,1,Yes,No,No,I don't know,I don't know,Very difficult,Yes,No,No,Maybe,I don't know,No,1,Some did,"No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,None did,None of them,No,Bias and Discrimination,No,Bias and Discrimination,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Yes,Maybe,Yes,No,0,Sometimes,Often,30s,Male,United States of America,United States of America,IT,Sometimes
0,26-100,0,I don't know,No,No,No,I don't know,Very difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,1,I don't know,N/A (not currently aware),None did,None did,"Yes, always",I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,Bias and Discrimination,Maybe,Bias and Discrimination,"Yes, it has","No, I don't think they would",Very open,"Yes, I observed",I don't know,Yes,Yes,Yes,1,Sometimes,Often,40s,Male,Netherlands,Netherlands,IT,Never
1,26-100,1,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No,1,"No, none did",N/A (not currently aware),I don't know,None did,I don't know,Some of them,None of them,"No, at none of my previous employers",Some of my previous employers,I don't know,Some of them,Yes,Bias and Discrimination,No,Bias and Discrimination,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,No,Maybe,No,0,Not applicable to me,Often,Above 50s,Male,United Kingdom,United Kingdom,One-person shop,Always
0,100-500,1,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No,1,"No, none did","Yes, I was aware of all of them",None did,None did,No,Some of them,"Yes, all of them","Yes, at all of my previous employers","No, at none of my previous employers",None did,None of them,Yes,Transparency and Integrity,Yes,Transparency and Integrity,"No, I don't think it would","No, I don't think they would",Very open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,20s,Male,Other,Other,Other,Always
0,6-25,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,Yes,Performance-related Concerns,Yes,Transparency and Integrity,"No, it has not","No, they do not",Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,Often,30s,Male,United States of America,United States of America,IT,Sometimes
0,More than 1000,1,Yes,Yes,I don't know,I don't know,No,Somewhat difficult,Yes,No,Maybe,Yes,No,No,1,Some did,I was aware of some,None did,Some did,No,Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,None did,"Yes, all of them",Maybe,Low hiring chances,No,Low hiring chances,"Yes, it has",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,Often,40s,Male,United States of America,United States of America,Other,Sometimes
0,More than 1000,1,Not eligible for coverage / N/A,No,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,1,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did",Sometimes,"Yes, all of them","Yes, all of them",Some of my previous employers,Some of my previous employers,None did,"Yes, all of them",Yes,Bias and Discrimination,Yes,Bias and Discrimination,Maybe,Maybe,Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Never,Often,30s,Male,Australia,Australia,Support,Sometimes
1,26-100,1,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No,1,Some did,N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",None of them,"No, at none of my previous employers",I don't know,I don't know,Some of them,Maybe,Low hiring chances,No,Low hiring chances,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",I don't know,Maybe,No,No,0,Not applicable to me,Not applicable to me,30s,Male,United States of America,United States of America,One-person shop,Always
0,6-25,1,Yes,I am not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,I don't know,No,1,Some did,I was aware of some,I don't know,Some did,I don't know,I don't know,None of them,Some of my previous employers,I don't know,I don't know,None of them,No,Privacy and Personal Concerns,No,Uncertainty about Employer Reaction,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,Yes,Yes,Yes,1,Often,Often,20s,Other,United States of America,United States of America,IT,Sometimes
0,More than 1000,1,Yes,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Yes,No,No,1,Some did,"No, I only became aware later",Some did,Some did,I don't know,None of them,None of them,Some of my previous employers,"Yes, at all of my previous employers",Some did,None of them,Maybe,Bias and Discrimination,Maybe,Bias and Discrimination,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,20s,Male,United States of America,United States of America,IT,Sometimes
0,More than 1000,0,Yes,No,Yes,Yes,Yes,Neither easy nor difficult,No,No,No,Maybe,I don't know,No,0,Some did,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,No,Performance-related Concerns,No,Bias and Discrimination,"Yes, I think it would",Maybe,Somewhat open,No,No,Yes,Yes,Yes,1,Sometimes,Often,20s,Male,United States of America,United States of America,IT,Never
1,26-100,1,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No,1,Some did,I was aware of some,None did,None did,"Yes, always",Some of them,Some of them,Some of my previous employers,I don't know,Some did,None of them,Maybe,Uncertainty about Employer Reaction,No,Privacy and Personal Concerns,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",No,Maybe,Maybe,No,0,Not applicable to me,Sometimes,40s,Female,United States of America,United States of America,One-person shop,Sometimes
0,100-500,1,Yes,I am not sure,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No,1,Some did,I was aware of some,None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,Maybe,Transparency and Integrity,No,Bias and Discrimination,Maybe,Maybe,Neutral,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,30s,Other,United States of America,United States of America,Design,Sometimes
0,6-25,0,I don't know,I am not sure,No,No,I don't know,I don't know,Yes,Maybe,No,No,No,No,1,I don't know,N/A (not currently aware),Some did,Some did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Yes,Bias and Discrimination,Maybe,Bias and Discrimination,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",No,No,Maybe,No,0,Not applicable to me,Sometimes,20s,Male,Other,Other,IT,Never
0,6-25,1,No,No,No,No,No,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No,1,"No, none did",N/A (not currently aware),None did,None did,No,I don't know,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,Maybe,Bias and Discrimination,Maybe,Bias and Discrimination,Maybe,"Yes, they do",Somewhat open,"Yes, I experienced",No,Yes,Yes,Yes,1,Rarely,Often,20s,Male,United Kingdom,United Kingdom,IT,Never
0,6-25,1,Not eligible for coverage / N/A,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Yes,Legal Implications,No,Bias and Discrimination,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,Not applicable to me,20s,Male,United Kingdom,United Kingdom,IT,Never
0,More than 1000,1,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,Performance-related Concerns,No,Bias and Discrimination,Maybe,Maybe,Somewhat not open,Maybe/Not sure,I don't know,Maybe,Yes,Yes,0,Not applicable to me,Rarely,40s,Male,United States of America,United States of America,Management,Sometimes
0,6-25,1,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No,1,I don't know,I was aware of some,None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,Maybe,Low hiring chances,No,Performance-related Concerns,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Yes,No,No,0,Not applicable to me,Sometimes,20s,Female,United States of America,United States of America,IT,Always
0,6-25,1,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,1,"No, none did",N/A (not currently aware),Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,Bias and Discrimination,Maybe,Bias and Discrimination,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,Yes,No,Yes,1,Rarely,Often,20s,Male,Other,Other,IT,Sometimes
1,26-100,1,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No,1,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them",None of them,"No, at none of my previous employers",Some of my previous employers,None did,Some of them,Yes,Transparency and Integrity,No,Performance-related Concerns,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,Often,30s,Male,United Kingdom,United Kingdom,IT,Sometimes
0,100-500,0,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,Maybe,No,Maybe,Yes,No,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers",I don't know,None did,"Yes, all of them",Yes,Bias and Discrimination,No,Bias and Discrimination,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,20s,Male,United States of America,United States of America,Other,Sometimes
0,More than 1000,0,Yes,No,Yes,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,Yes,No,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,Performance-related Concerns,Maybe,Performance-related Concerns,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,No,No,No,No,0,Not applicable to me,Not applicable to me,20s,Male,United States of America,United States of America,Other,Never
0,6-25,1,Yes,Yes,No,No,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,1,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did",I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,Transparency and Integrity,Maybe,Low hiring chances,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,20s,Male,United States of America,United States of America,IT,Sometimes
0,100-500,1,Yes,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,No,No,1,Some did,I was aware of some,None did,Some did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Yes,Transparency and Integrity,Maybe,Bias and Discrimination,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,30s,Male,United States of America,United States of America,IT,Sometimes
0,26-100,1,Yes,No,No,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,1,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did","Yes, always",None of them,None of them,Some of my previous employers,"Yes, at all of my previous employers","Yes, they all did",None of them,Yes,Transparency and Integrity,Yes,Transparency and Integrity,"Yes, I think it would","No, I don't think they would",Very open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,Above 50s,Male,United States of America,United States of America,Management,Always
0,26-100,1,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,No,No,1,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Some of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,None of them,No,Bias and Discrimination,Maybe,Bias and Discrimination,"Yes, I think it would","No, I don't think they would",Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,Often,30s,Male,Canada,Canada,IT,Never
0,6-25,1,No,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No,1,Some did,I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,Some did,Some of them,No,Bias and Discrimination,No,Bias and Discrimination,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I observed",No,Yes,No,Yes,1,Sometimes,Not applicable to me,30s,Male,United States of America,United States of America,Management,Sometimes
1,26-100,1,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No,0,Some did,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,No,Bias and Discrimination,No,Negative impact on the outcome,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",No,No,Maybe,No,0,Sometimes,Sometimes,Above 50s,Male,United States of America,United States of America,IT,Sometimes
0,6-25,1,I don't know,No,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No,1,I don't know,I was aware of some,None did,None did,"Yes, always",I don't know,None of them,Some of my previous employers,"No, at none of my previous employers",Some did,None of them,Yes,Transparency and Integrity,Yes,Transparency and Integrity,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,No,No,No,No,1,Not applicable to me,Not applicable to me,20s,Male,Other,Other,IT,Never
0,6-25,1,Not eligible for coverage / N/A,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Yes,No,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,Yes,Transparency and Integrity,No,Bias and Discrimination,Maybe,Maybe,Somewhat not open,Maybe/Not sure,I don't know,Maybe,No,No,0,Sometimes,Sometimes,30s,Male,United Kingdom,United Kingdom,IT,Always
0,6-25,1,No,No,No,No,Yes,Somewhat difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,1,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,Bias and Discrimination,No,Bias and Discrimination,"Yes, I think it would","No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Never,Sometimes,20s,Male,United States of America,United States of America,IT,Sometimes
0,26-100,1,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,No,Privacy and Personal Concerns,No,Bias and Discrimination,"Yes, I think it would","Yes, they do",Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,Often,20s,Male,United States of America,United States of America,Other,Never
